Ciezar;Ceny;Pojemnosc
[15 32 28 46 26];[ 5  1 18 18  1];84
[32  3 45  6  4];[16  1 17 14 19];68
[27 47  8 15  1];[10  2 14 14 16];75
[45 38 37 41 37];[14 14 18 18  3];34
[43 41 27 39 22];[10 11 15  9  4];27
[14 39 17 33 43];[19 19 13  9 18];92
[46 11 42  2  7];[6 8 9 4 3];26
[27 35 49 33 18];[ 4 19 14  1 17];99
[ 9 13 43  7 26];[ 5 14 16 16  9];30
[22 40 40 36 43];[1 6 9 6 3];19
[31 16 18 34 31];[ 1 13  8  8 16];97
[ 9 41 32 19 42];[10 15 18 11  4];33
[33 28  9 21 23];[ 3 14 11 12 11];86
[25 46  3 22 25];[ 5  9  5  3 14];67
[37 47 11  6 21];[16 11 14 19  5];52
[ 6 28 33 11 17];[12 13 14  9 13];89
[35 15 16 34 48];[13  5 10  3 18];46
[45 46 27  5 18];[ 3  9 15  4  6];74
[25  1 11  3  7];[11  9  1 18 15];68
[29 10 19 10 45];[ 6  5 13 13  5];92
[ 6  3 35 18 28];[15 18  1 13 13];76
[32 20 15 39 16];[18 11 14  1 18];49
[37 21 10 37 33];[18 19  9  3 14];57
[41 21  1 30 13];[18 10  4 10 10];74
[46 10 32 32 37];[14 13 13 14 18];97
[22 31 48 31 22];[ 3  7  8 12 13];68
[14  6  9 27 27];[12  1  1 10 10];59
[18 35  2 39 35];[17  5 13  5 10];29
[41 47 18 20 10];[ 2 16 12  2  7];34
[27 29 41 18 26];[15 16 15  7  4];35
[35 23 27 11 21];[ 9 17 15 18  7];75
[20 18  5 47  3];[18  9 19 17 16];53
[30 18 15 29 43];[ 3  6 13  3 19];38
[45 42 28 10 20];[ 4  8 10  8 15];66
[24 37  8 27 43];[ 8  4 16  4  7];78
[47 43 16 19 21];[ 9 17 19  3  6];83
[27  4 15 17  9];[11  5  1  7  7];41
[ 4  2 26 12 17];[ 1 16  9  1  9];94
[18  7 48 20  3];[14 15 19  1  1];25
[41  2 29 38 42];[12 13  9 13  4];35
[24 25 26 19 19];[18 16  3  8  3];51
[15 17 20 40 47];[ 4 16  1 18  3];36
[39 40 41 39 12];[17  8  7 11 14];87
[41 39 27 30 35];[ 6  2  1 17 15];64
[ 1 46 21 40 21];[18 15  8  6 12];81
[ 5  1 13  5 16];[11  7 10 18 13];38
[13 45  8 20 18];[ 6  6  2 15  8];33
[47 31 43 47 46];[17 12  4  3 19];56
[12 18 17 24  2];[15  4  3 17 19];23
[ 4  8  9 22 27];[17  8 19  9 19];87
[27 17 11 43 26];[17  1 12  7 11];39
[48 24  2  3 24];[ 2  3  1 13 14];90
[ 5 45 35 10 17];[ 3  6  1 12  2];64
[ 8 17 19  9 19];[18 15 17 19 19];17
[14 35 13 46 45];[ 9 12  5  7 13];75
[12 11 36 48 13];[ 5  3 10 17  3];43
[35 46 17 47  9];[11 16  7 11 16];16
[31 42  4 47 37];[17  3  2  9  4];86
[49 33 38 20 31];[ 7 16  6 14 17];96
[44 31 13 29 49];[13  4  8  5  5];86
[29 36 42 25 34];[ 7  5  7 18  3];73
[32  5 39 17 40];[14 18  3  8  6];19
[34 18 47 40 24];[8 3 2 8 2];40
[ 4 38 30 31 35];[16  3 10  6 11];45
[10  9 37 32 39];[17  5  8 17  5];55
[28 29 32 19 13];[15 12  1 19  5];90
[29 40 44  7 41];[15 17  2 18 15];51
[38  6 21 45 45];[ 5 15 16 13  7];86
[ 4 19 25 34 10];[ 7 15  9 11 11];40
[ 9 14 20 27 10];[ 1  5 11 12 14];51
[29  9 40 32 35];[10 18 11 17  1];84
[11 31  8 13 28];[ 3  9 18 18 13];24
[18 28 27 10 39];[ 1  1 17 12  4];24
[34 33 29 36 37];[12 10  3 12 17];78
[41 39 16 11 14];[11  5 16  6  4];53
[44  4 42 24 41];[ 7 12  3  1 15];70
[17 30 32 28 29];[ 4  9  4 15  9];42
[28  1 46 49 40];[19 11 13 10 19];99
[46 17  9 33 42];[17 16 17  3  4];81
[28 24 36 36 35];[ 1  2 12 10 19];72
[36 24 22 48 23];[ 8 12 18 12  1];69
[15 49 34 21 42];[ 9  8  4 19  7];44
[47 24 24 10 40];[ 2  5  4  3 15];90
[37 49 44  9  2];[19 16  4 17 10];45
[ 9 24 31 42 20];[1 1 3 1 6];15
[31 20 38 42 38];[ 5 12  6 17  5];35
[33 39 43 37 36];[12  9 10 18 15];84
[ 5 34  6 12  7];[ 5 11  4  7 16];99
[10 10 29 27 33];[16  3 19  8 13];51
[10 26  4 44 21];[17 18  9  5 15];46
[ 4 19 13 27  3];[ 6 19 15  5  4];57
[ 9 17  4  8  5];[ 1 18  4  9  4];66
[29 31 40 42 17];[12  2 11 15  6];67
[49 40 34 29 37];[17  8 12 11  2];98
[43 37 41 14 39];[16 16 19 18 12];64
[38  9 18  1 12];[15  2  6 14  7];92
[45 41 49 28  3];[10  2 16 12 10];80
[17 10  1 18 10];[10  1  7  9  4];78
[49 22 37 15 19];[ 1 15 13 13  9];19
[48 40  3 33 11];[15 19  6  5  8];45
[49 39 31  1 29];[18  4 18 14 17];64
[ 5 34 40 26 37];[ 1 19 19 12 17];36
[41  5 14 29  4];[14 10 14 12  5];41
[48 27 48  6 33];[16  4 17  1  4];69
[27 18 17 15 39];[ 3  8 14  5 12];95
[19 37 29 45 28];[14 16  9 14 15];25
[31 38 44 44  7];[ 2  7 19  7 13];27
[45 32  5 32 32];[ 8 15 16  5 13];94
[42 39  2  3  3];[ 3  7 10 16  1];94
[40 14  8 26 30];[ 6  3 19  8 17];36
[43 37 24 26  4];[11  8 18 18  5];92
[13 26 32 37 47];[ 2  4  8  8 15];50
[47  4  2 13 17];[ 9  4  1  6 11];39
[37  9 28 28  8];[ 8 16  2  9  7];66
[35 22 19 43 39];[17 13  2  7  2];45
[47  2 48 18 39];[11  3  3  5  6];61
[39 42 13 24 49];[19 15  7  6  2];73
[34  8 28 24  8];[13 10  3  7  6];88
[29 42 13 16 11];[12 19 13 11 14];27
[ 3 25 22 17 37];[14  8 17 15 16];66
[30 45 19 22  9];[18 19 15 15 11];52
[30 20 39 31 33];[15  9  7 10 10];96
[16 23 31 38 19];[13  4 18  2  3];58
[40 34 13 48 23];[19 18 19  4  6];42
[14  6  2 15 30];[ 1  3 18 12 19];39
[49 46 35 13 31];[ 1 19 10  3 12];83
[43  3 45 47  3];[ 8  7 11  1 11];75
[49 39 34  7 46];[10 14 11 10 14];77
[15 43 36 40 16];[ 5 13 16  7 10];28
[ 6 42 11 35 14];[ 6  7 18 11  7];73
[15 43  7 10 33];[18 15 14 13  4];92
[19 13 40 41 35];[15 15  1 15  5];73
[26  2 11  6 43];[18  7  7  3  9];87
[28 12 18 38 41];[ 1 19 12 13 11];53
[ 4  8 39 28 44];[16 15  1 10  2];68
[33  7 49 29 16];[10 13 15  6  1];57
[49 14 44 10 42];[ 7  4  4  8 10];75
[ 4 11 21 25 42];[ 8 19 12  3  5];94
[19  2 23  8 42];[10 15  8  9 18];47
[49 35  7 48  7];[14 16  4 14 15];28
[37 16 13 27 19];[19 17  9 16 15];46
[20 23 14 46 34];[ 1 19 16  4  9];88
[19 19 24 27 14];[18 15 16  9  1];68
[43 44 16 41 48];[ 3 19 19 14 10];59
[ 1  7 37 46  5];[ 5 11  4 11  6];47
[ 8 10 39 18 47];[ 7  2  6  6 19];58
[31 19 41  7 11];[ 5 12  8  5 17];88
[15 26 33 49 45];[ 9  7 14 13 12];96
[27 16 43 40 27];[ 5  7  1  6 10];85
[ 6 22 47 49  4];[10 17 14 16  8];48
[45 16  9  9  2];[ 8  6  6  4 14];82
[19 28 25 19 20];[13 11 19 14  2];33
[ 1 23 40 41 36];[17 16 18 19  9];68
[39  3 48  7 40];[16  9 15 15  3];55
[38 41 19 33 25];[ 9 15 18 15  2];15
[30 40 26 42 26];[ 7  6 12  6 13];56
[37 36 13 48 26];[ 1 16  8  5  8];86
[34 28 43 36 28];[18 12 15  3  4];62
[36 33 14 48  7];[13 14  7  7  8];61
[10 40 24 24  8];[16 12  3 15 19];60
[29 35 31  8 23];[ 5  8 10 10 10];81
[16 38 17 23 25];[ 8 19 11  3 17];44
[ 3 36 29 47 46];[ 8 10 10 12 19];91
[19 27 10 22 33];[14 17 14  1  8];79
[28  5 37 36  1];[10  9 12  5 17];63
[13  8 29 30 25];[18 13 12  8  7];39
[25 16  1 20  5];[15  5 19 12 17];37
[38  9 19 41  6];[ 8 15 18  5  8];23
[41 20 39 40  4];[10  8 13 10 15];74
[18 46 48 48  2];[ 8 14 11 18 17];92
[40 33 19 33 37];[ 5 14  2  3 16];19
[14 45 11 28 21];[ 1 17 15 18 12];32
[12 13 30 14 20];[ 6 10  6  8 11];46
[ 1  8 11 15 39];[ 5  4  3 17  6];49
[38 15  3 24 25];[2 2 5 2 7];26
[ 3  6 28 11 22];[ 4  8  5  7 13];78
[43 10  2 10  2];[17  6 13  3 19];86
[44  3 30 14 23];[15 18  1  3  7];94
[32 35 46 49 41];[19  9  5 14 10];90
[19  2 48  3  7];[ 5  3  7  3 14];37
[21 29  9 32 24];[14  8 11 18 10];98
[20 19 37 29 29];[18  3 18  7  5];99
[ 3 45 38 11  8];[19 10  4 19  6];69
[ 6 26 11  2  7];[11 11 13 11 16];54
[48 43 45 29 19];[ 8  6 16 16 19];28
[37 40 14 40  8];[11 10  5  4  2];37
[30 21 32  8 14];[18  7 18 13 10];40
[26  8 43 16  6];[ 3  1  6  2 10];37
[24 13 17 48 41];[10 10 17  9  9];96
[20  1 49 48  9];[12 17  2 12 10];65
[30 46 30 25 22];[18 14  5  4 11];63
[47 38 37 21 42];[13 11  7 12  2];72
[47 11 22 37 46];[10  3 19  2 12];32
[16 47 45 36 23];[13  1 13 15  6];96
[41 36 39 25 18];[15 17  2  1  1];33
[16 42 28 10  7];[ 3  4  7 18 16];22
[22 32  3  7 24];[ 6 14 15  2  8];41
[40 16 16 14 42];[ 9 16  4 10  9];56
[ 6 43  9  7  3];[ 3 16 19 13 17];81
[42 13 30  4 32];[ 6 14  8 11 17];67
[ 6 23 42 35 33];[ 6  1 18 12  9];30
[34  5 43 17 28];[17 14  8  9 13];64
[25 15 48 46 27];[15  7  9  5 14];32
[41  1  8 24 16];[ 4 13  4 17 19];17
[ 8 40 28 16  2];[ 7  6  6  3 13];90
[23 20  4 34  3];[15  2 15  3  8];25
[41 16 47 43  1];[18 17 15  5 18];70
[ 9 30 14 20 17];[ 8  2  2  3 18];50
[12 33 23  2  9];[ 7 18  6 11  7];25
[33 40 11  9  5];[14  9  4  3 15];99
[28 19 38 26 37];[ 8 10 12 12  6];32
[13 15 35 48 37];[ 9 11  9 19 10];16
[12 43 21 22 48];[19  9  1  7  1];40
[ 8 34 17 19 17];[ 9  5 12 18  8];76
[ 5 20 12 44  3];[16  3  7 17  2];36
[28  9 45  3 17];[ 8 15  8 12  3];33
[19 41 18 23  9];[14  9 11 17  5];72
[ 7 48 16 24  6];[18 11 14 14  9];26
[ 8  9 45 45 30];[12 15  9 18 14];61
[10 44 10 37 11];[15  2  3 11  3];42
[43 44  5 28 40];[ 8 18 11 16 10];69
[ 9 17 14 26 15];[11 17 12  6 14];39
[27 43 49 20 38];[ 4  2 11 13 15];66
[18 13  9 31 44];[10 15  6  5  4];94
[29  5 38  8 17];[12  6  8  1 13];95
[39 36 25 38 30];[16 18  8 10  6];17
[25 16 40 42 24];[ 9 19  7 12 13];49
[17 13 38  2 23];[ 7 12 16  1  9];35
[ 3  6  7 40 16];[12  2 12  6 15];85
[ 9  4 35 27 38];[ 2 14 14 13 13];68
[32 28 28 16 11];[ 7 14 14  7  4];61
[11 30 16 33 30];[13  7  2  9  4];18
[14 34  3 27 20];[14 17  4  3  5];59
[38 22 15 36  8];[17  2  4 15  7];32
[13 12 35 49 26];[1 8 7 4 9];70
[41 37 19 26 20];[ 3  3 13  7 10];19
[29 15 13 19 17];[ 9 11 10 18 19];20
[33 35  5  4 28];[ 7 14  9 19  8];89
[40 15 42 34 23];[ 3  7 19  2 19];88
[19  9 15 44 23];[16  5 14  5 18];50
[30 49 23 47 18];[ 2 14 17 11  4];75
[ 7 35 40 35 31];[10  2  2 16 13];55
[26 21  4 25 13];[ 6 11  4  7 12];53
[ 2 38 42 46  3];[14  2  7  1  8];50
[ 9 41 10 17 41];[18 10 17  5  7];95
[37 33 12 49 34];[ 9  5  7  2 13];19
[27 36 13 41 40];[19 18 19 19 10];30
[31 15 14 45 30];[ 3  8 19 12 16];66
[26  3 11 18 22];[12 16 10 16 13];71
[30 44 44 38 26];[ 5 11 16 18  7];52
[16 43 12 42 40];[14 15  1  3 16];72
[37 31  9 40 28];[13  9  4 10 15];70
[36 49  6 41  3];[11 11  3 16  7];78
[45 31 13 45 16];[ 9 15  5  2 15];49
[12 24 19  3 49];[13 14 17  6 11];22
[29 45 43 48 34];[16  4 15  5  3];39
[16 12  2 32  3];[16 11 15  6  9];34
[31 25 29 14 25];[14  5 18 17  6];79
[20 40 22 16  1];[18 16  7 17 14];61
[22 45  7 34  2];[11 18  2 13  9];90
[40 29 19 37 18];[14  6 18 19 13];29
[13 34 19 40 44];[ 2 17 13 18  8];99
[ 3  8 36 44 20];[15 18 12 14  8];72
[ 8 27 32 46 36];[ 7  7 19 15 13];34
[14 46  7  7  7];[ 6  1 11 10  2];90
[29 23 28  3 45];[14 14  2 19 10];15
[ 1 34 17 38 37];[16  6  5 11  3];71
[25 27 23 10 30];[11  3 12 19 14];27
[ 3 32  5 22 16];[ 7 14  1  6 13];64
[21 11 23 34  2];[ 6 11 14 15 15];30
[ 1 32  1 25 17];[15 19 12  8  2];93
[24 19  9 28 29];[10  3  1  2 17];21
[25  6 11  7 22];[12 13 11 11 15];19
[44 14 27 39 47];[14 17 14 10  8];84
[12 18 10 41 32];[ 3 17  8  3 16];55
[ 5 39 41 19  8];[14 18  1  6  3];62
[ 6 36 48 31 42];[ 2 19 15 18  1];78
[43 24  7 10  6];[15 19 13 14  5];55
[34 33 39 24 14];[13  9  4 11 10];93
[45 12 31 46 14];[19 19  4 11 14];80
[39  3 38 13 42];[13 10  4  7  9];29
[30 13 21 42 14];[ 7  3 13 14  2];89
[21 30  3 31 36];[8 9 1 2 3];68
[17 30 41 22 29];[17  9  2  2 11];26
[33 27 26 14 41];[13 14  9  2 16];90
[18 10  8 29  2];[12  9 10  4  3];49
[ 5 15 12  3 40];[15  4  4 19 16];75
[28 25 20 31 13];[19 12  1  9 18];63
[42 15  3 27 48];[19  3  9  4  1];85
[16 16 33 18 23];[ 9  6 11  3  4];94
[ 7 33 45 30  6];[19  4 17  4 13];34
[ 4 26  9 37 28];[ 3 11  1 19  7];56
[29 17  1 45 48];[ 6  4 19 19 17];34
[ 9 47 26 46 34];[ 1  7  6 16 13];16
[33 24 16 16 47];[ 2  5 18  3  3];45
[17 16 42 35 35];[ 9  4 19  4 16];71
[44 20 34 37 20];[10  5 17 13 17];84
[27 33 15 14 35];[ 8  5 12  2 19];19
[17 20 47 34 24];[ 1 12 15 11  7];33
[44 38 16 21  1];[ 8 11 17 16  1];48
[12 46 42 30 35];[ 7  4 19 18 19];85
[16 18 16 48 24];[ 2 12  1  2 11];91
[28 32 23 12 28];[16 13 17  5  5];79
[20 20 37 26 42];[16  6 16  3 17];99
[49  3 15 15 29];[ 5  9  1 18 15];68
[21 27 32 15 29];[ 2 19  4 11 18];66
[46 10 49  5 43];[ 2 11 16 14  8];45
[28 36 12 44 12];[ 3 13  1  9 12];81
[34 20 10 29 19];[19 17  2 12 17];33
[23 24 23 32 19];[ 1  8  6 15 10];45
[35 13 10 45 27];[2 6 7 7 4];98
[14 23 48 33 33];[ 7 15  8 19 18];75
[25 44 44 30  8];[19  9 16 10 15];72
[42  7 44 38  6];[12 12 16  8 11];33
[42  4  2  1 40];[10  6  7 11  7];45
[26 28 47 49 28];[ 4  6 17  6 11];41
[46 30 20 32 48];[18  1  9 19 18];52
[32  3 34  8 36];[19 10  7  9  5];81
[42 21 17  3  6];[13 15  2 12  9];50
[ 7 35 49 45 28];[ 4  7 12 11 10];26
[47 48 22 42 19];[12 19  5  8  1];81
[36  4 21 48 19];[10  5  7 15  9];46
[28  8 42 10 33];[ 3 13  4 19  6];84
[ 6 31 42  1 32];[16  6 18  2  8];59
[18 20  6 21 17];[15 15 19 14  5];59
[19  3  2 49 20];[18 11  6  6 15];75
[24 44 11 40 29];[18 15 16 16  7];16
[30 30 19 47 42];[16  8  7 18  2];92
[12  9 14 49 42];[ 2 12  3  3  7];77
[16 20 29 44 17];[ 3 10  7 16  7];25
[26 13 15 44 16];[ 2  2 19  1 13];56
[10 33  8 49  7];[17  2 15  1 17];69
[14 10  9  8 36];[ 8  2  5  4 13];17
[24 25  8 15 39];[ 4  3 16  1 18];67
[13 41 18 39 29];[ 1 10 15  5  4];90
[ 7 49 17 49  5];[13  7 14  3  3];16
[18 34 21 11 31];[10  1 15  1  5];94
[ 9 48 27 42 11];[ 7 17 12  2 10];81
[23 39  5 49 20];[ 4 13 17  3 18];69
[15 42 34 11 24];[15 14 18 14  1];99
[46 12  5 13  3];[ 9 16 14  2  8];66
[ 4 28  3 29 14];[15 16 18  8 18];32
[36 25 11 42 44];[ 4  8  5  8 14];35
[20  4 34 47 42];[ 8 10  9  1 17];29
[31 41  2 43  1];[13  7  9  7 11];94
[30 12 19 28 18];[ 5 10 14 12  6];71
[18 22 19  2 39];[ 4  4  4 16 15];19
[35 36  5 26 41];[13  7  2 18  1];35
[19 43  1 23 38];[ 6 14 18  3 19];83
[33 45  7 28 44];[12  2 15 12  6];62
[20 24 32  1 23];[19  8  9 10  6];44
[27  8 14  2 36];[13 18 19 11  3];38
[33 15 28 21  1];[10 10  1  1 18];72
[27 30 11 30 27];[ 1  7 13  4  1];95
[47 28 23 35 41];[16  9 16  6  2];37
[26 15 18 33 35];[17  1  5  4  4];99
[32 28 35 38 17];[ 9 12 10  5 10];96
[10 17 42 38 38];[ 1 12  2 19 16];84
[11 13 15 25 36];[16 18 17  2 10];42
[43 25  2 44 24];[ 3 13 10  1 18];69
[34  9 39 17 10];[ 6 15 11 17  1];24
[ 2 20 14 38 44];[10  9 11  8 17];22
[35 49  9  7  3];[ 4  7  5 10 18];69
[ 2 38 38 45 16];[ 4 10 12  8 13];15
[21  3 46 26 11];[ 4  3  5 17 12];80
[44 13  6 47 31];[ 4  6 17  7 10];76
[47 18  9 27 29];[10  2 19 17  8];55
[10 26 39 24 13];[14 12 11  7 14];25
[ 9 46 26  8 28];[ 8 15  5  1 17];97
[11 30 33 27 11];[14 13  6 15  7];36
[38  1 34 44 47];[ 5  5  5 13 14];54
[32 15 21 17 29];[ 6  2  3  6 13];28
[10 37 30 14  8];[17  7 13  9  6];74
[ 4 43 15 14 34];[13  5  9  7 15];57
[49  6 49  3 18];[ 1 18 19 13  4];89
[36 12 15 34  1];[12  3  6 19 19];54
[ 9  6 27 10 38];[3 5 7 9 1];76
[33 25 47  7  9];[11 13  3  1 15];45
[31  7 19  5 40];[ 5 16 14 16  4];66
[31  9 49 17  7];[ 5  8  2 17  8];92
[30 19  3 23 45];[15  5  2  2  8];99
[19 35 44 12 15];[16 12  6  5 12];22
[11 13 18 11  7];[12 15  2 18  8];81
[39 23 31 39 49];[ 3  9  8  7 13];17
[33 27 41 18 17];[ 7  8 19  3  1];77
[34 43 31 12 34];[ 5 12 15 11 14];48
[ 6 34  1  3 26];[ 3  2 16 10  8];47
[18 14  9 48 48];[16  2  1  8  9];59
[19 44 33 28 21];[19  2 11 14  1];87
[22 38 25 30 11];[ 7  3  3 18 18];53
[21  6 11 42  1];[10  8  2  2  5];81
[18  9 28 24 16];[ 6  4 15 19 12];30
[48 21 20 39 29];[ 5  1 14 10 15];52
[22  3  7 32  3];[ 3  9 18 13 11];82
[ 4 17 38 31 26];[10 16 15 12  2];22
[34 30 41 30 31];[16  3 19  1 17];55
[33 31 12 10 41];[19  1 19 11 18];44
[ 5  3 32 44 16];[14  1 11 11 12];80
[31  2 44 39 43];[ 3  5 16  7 12];54
[36 40 20 43 18];[ 2 12  3 14  1];44
[39  8 12 41 14];[ 5 12  4  4  3];23
[ 4 40 21 18 41];[ 5  3 16  8 11];76
[49 26 38 21 26];[ 8 18 13  8 16];85
[10 28 49  7 33];[11 19 18 15 11];51
[49 25 44 23 45];[13  3 13 15  3];36
[ 9 46 41 45 31];[15  9 13  6 14];44
[ 9  2 40 28  7];[15  8 19 18 12];50
[37 19 32 15  4];[ 4 12  6  5 17];53
[33  4 17 12 41];[ 4  4 12  8 10];52
[10 48 42 34  4];[14 13 10 17 19];70
[33 26 37  7 21];[ 7 16  1  5  9];60
[17 40 32 18 39];[17 15  1 11  5];23
[25 40 14 28  3];[11 11  9 13  5];37
[ 2  4 48 14 33];[14 16 16  3  7];83
[ 7 23 23  9 24];[1 3 8 4 7];62
[ 8 38 10  8 41];[16 13 12  9  7];93
[26 15 32  5 27];[17 10 18  2  8];52
[23 35 41 27 11];[ 4  2 16  5 14];30
[31  5 17  6 17];[16 14 16 14  2];72
[14  5 20 48 46];[ 3 14 11  8 18];59
[16 14 40  9 41];[11 17 13  5  4];92
[ 9  4 27 15 27];[18  9 13  3  6];58
[ 8 44 36 46  9];[19 11 19  5  7];83
[19 14 33 22 35];[10  8 14 12 13];48
[30 25 17 42 32];[ 4 10  8  1 10];16
[14 32  4 22  6];[ 2 14 15  7  8];93
[11  5 37 29 43];[10 19 14 10 10];35
[ 2 22 39 18  6];[13 10  9 16  1];83
[36 43 13  4 26];[ 1 14  8 16 18];18
[13 33 39 38  7];[ 3 19 17  3  6];95
[33 23  1 47 45];[14  6  4 12 18];34
[42 38 32 14 18];[ 9  1 17 19 15];63
[44 30 25 21 29];[ 3  4 10  3  1];23
[18 44 44 27 42];[ 6 17  5  1  7];25
[10 21  8 43 36];[ 2  8 15 11  8];99
[13 41 13 46 43];[10 14  3 13 19];43
[ 3  4 34 39 43];[ 3  8  3 18  3];44
[45 16 19 24 21];[ 9 18  1  7 11];27
[29 10 42  2 46];[ 3 16 16 10  8];18
[12 31 39 49 33];[12  5 16  3 18];85
[22 14 32 44 48];[ 7  7  5  7 13];65
[ 2 14 10 26  5];[10 16  8  9 13];57
[43 20 17 33  4];[ 8  4  8  1 15];82
[ 1 16 49  4 47];[17  4  4 12 14];69
[25 37 12 32 27];[16 10 12  9  8];83
[24 41 19 30 32];[14  7  4  3 13];25
[31 47 32 46 25];[11  8  5  9 15];23
[49 38 17 29 14];[10 16  1  5 18];35
[48 45 29 24 38];[ 6 13 11 15 18];44
[15  2  9  7 47];[ 8 14 18  7  1];17
[ 9 22 22 23 17];[ 6 19  9  5 11];58
[14 32  4 25 16];[ 9 12  6  1  8];67
[ 8 20 18 17 23];[ 3 14 12 11  3];53
[41 35  2  9 20];[19 19  3 10  2];94
[15  9 34  9 15];[9 7 6 3 2];23
[30 20 22 18 31];[ 7 18 15 19 10];94
[17 34  7 43 28];[ 4  5 10 13  6];73
[ 1 17 42 29 20];[ 7 14 10  5  5];71
[46 14 40  3 49];[ 4  2 16  3 14];86
[ 7  1 21 42 34];[16  4 14 14  5];43
[13  3 28 42  5];[19  8 13  6  6];35
[19 17  7 44 41];[13  4  2  8  3];67
[41 25  4 20 40];[13 13 19  5 14];30
[45 33  3  6 24];[ 6 13  5  7 15];30
[37 27 30 15 19];[16  1 12  8 16];32
[49 44 32 48 27];[16 15 15 18  3];90
[24 18 15 42 49];[12 13  3  2  5];60
[17 13 29 25 41];[ 7  5 13 16  4];34
[29 26 34 24 26];[ 1 17  9  3  2];85
[44 15 37  8 19];[12 12  4  8  8];48
[33  2  3 33 10];[19  5  4  3 12];23
[ 5 18 35 36 46];[17  9  2 19 13];83
[11  1 19 48  3];[18 19 13  8  4];30
[26 18 47 12  4];[ 5 14 13 10  9];51
[10 29 41 24 27];[ 6 12 12  2  7];92
[44 21  6 24 15];[18 11  8 13 11];53
[ 6 28 43 27 21];[ 3 17 14 13  9];98
[14 46 31  9 28];[14 12 10 12 19];45
[33 16 14 31  4];[19 19  7 18  4];25
[ 4 29 13 21  6];[18  7  1  4  9];26
[10 46  6 40  8];[17 13 10  9  1];70
[ 6 18 31  6 33];[ 8  6  3 17 12];37
[11 14 30 33 32];[ 9 12 13 18  4];21
[41  4 13 34 19];[ 3  5 13 13  9];63
[22 31 48 37 26];[ 7  6 10 16  9];90
[13 10 20  2 44];[13  9  2 11 14];47
[42 29 35 18 40];[18  1 12  6  5];44
[38 15 46 15 11];[17 12  8  9  7];90
[22 44 36 49  7];[14  2  7  8  9];58
[34 32 29 15 28];[ 1 15 13  1  4];94
[29 32 26 27 12];[ 5 10  8 17 16];86
[43 15 30 41 16];[ 5 16 17 11  7];78
[43 49 10  9 45];[11  1 18 14  4];91
[ 7  8 49 11 31];[1 6 7 4 8];65
[25  7 10 42 25];[ 8  7  3  5 10];90
[ 2 46  1 42 25];[14  7 11  8 12];44
[25 15 49 38 19];[ 9 17 12  1  7];41
[22 25 14 19 35];[ 2 10  1  3  2];38
[25 34  8 47 30];[18 13  5 11  7];48
[18 10 22 36 21];[ 3 11 18  5  5];39
[23 40 45 20 28];[ 9 17  7  6 15];31
[39  3 11 42 24];[14 18 14 16 13];97
[21 32 39 12 36];[ 2 16 13 15  7];70
[19 37 16 18  3];[ 5  6  1 10 16];32
[38 22 10  4 18];[ 5 18  6 10  7];71
[34 19 26 28 41];[17  9 12 13 12];46
[32 38 11 32  1];[16 16  1 17 15];97
[ 5 38 31  5 22];[14  3 18  7 14];96
[23 26 23 23  4];[ 4  1 10  2  6];73
[43  4 26 48  2];[ 5  1  9  7 17];84
[18 24 25  8 37];[18 14 13  9 12];67
[17 14 44 26 22];[1 9 1 8 4];42
[21 42 24  4  1];[ 9  9  2 11 10];33
[32 49 33 33  7];[ 4 12  8  6  2];41
[ 6 48 23 24 12];[ 8 15 11 17 18];46
[23 23 11 31 39];[17  9 16  8  2];69
[33 23 26  8  6];[13  6 19  5 14];55
[41  8 45 32 30];[ 3  3 19  2  7];36
[29 28 32 13 24];[13 16 16  2 14];16
[26 32  5 25 15];[16  4 14  6 16];39
[22 41 13 35 41];[ 1 14 19 15  7];41
[37 21 20 27 34];[10 17 16 10 18];55
[30 15 20 29 10];[13  6  2 18 14];48
[41 10 46  4 24];[ 5 18 19  5 15];29
[17 12 18 38 42];[10  3 14 15 12];34
[ 3 21 47  2  6];[ 7  5 17 16  1];64
[43 18  6 37 33];[14 11  1  6 11];65
[29 33  5 26 26];[11  3 14  1 11];19
[14 44  4 47 13];[11  5 12  2  6];42
[37 15 18 44 16];[11 14 12  5 16];72
[13 37 21 44 28];[ 5  2  9 19  6];87
[44 24 19 20 28];[16  8 14  4 13];49
[49 41 15 47 39];[ 7 16  5 11  3];93
[29 15  4  6 28];[1 7 6 7 6];84
[26 47 47 16 26];[11 17  3  5 19];40
[18 30 34 49 21];[ 9  9 13 14  2];97
[49  9 47 13 27];[ 4 19  1 13 14];61
[ 5 46 35 23 21];[ 5  3 13 11 17];21
[36 20 23 45 21];[11 17 17 18  6];71
[ 8 16 24  8  7];[ 8 14 11 19 10];86
[11 38 17 45 48];[ 7  6 15  4 16];37
[46 12 26 42 47];[13 14 18 12  9];73
[34 41 27 21 14];[16 18 11 19 15];89
[ 6  8  9 27 47];[16 16  6 15  1];30
[25 17 29 46 48];[19 17 18 14 11];57
[35 15 40 23 43];[14 12 13 15 12];82
[22 28  4 11  9];[14 19 16  7 10];59
[19 49 36 31  1];[10  2  9 14 18];47
[33 28 23  1 41];[ 2  4 18  1 10];98
[ 9 33  2 27 13];[ 2 12 17  9  3];73
[21 40 33  8 27];[16  5  4 15  3];73
[ 8 14  1 11 32];[ 2 11 19 13  6];32
[16 21  2 14 18];[ 2 14 15  5  1];46
